easel	B1	plus41
east	A2	plus41
easy	A2	plus41
eat	A2	plus41
egg	A2	plus42
eight	A2	plus42
eighteen	A2	plus42
eighth	A2	plus42
eighty	A2	plus42
eleven	A2	plus42
eleventh	A2	plus42
else	A2	plus42
email	A2	plus42
empathy	B1	plus42
employees	A2	plus42
end	A2	plus42
enjoy	A2	plus42
enough	A2	plus42
evening	A2	plus42
ever	A2	plus42
every	A2	plus42
everybody	A2	plus42
everyone	A2	plus42
everything	A2	plus42
exam	A2	plus42
example	A2	plus42
excited	A2	plus42
exciting	A2	plus42
explain	A2	plus42
extension cord	B1	plus42
eye	A2	plus42
fact	A2	plus42
family	A2	plus42
fan heater	B1	plus42
faraway	A2	plus42
fast	A2	plus42
father	A2	plus42
favorite	A2	plus42
favourite	A2	plus42
walrus	B1	plus42
feeling	A2	plus42
festival	A2	plus42
fetch	A2	plus42
few	A2	plus42
fifteen	A2	plus42
fifth	A2	plus42
fifty	A2	plus42
fill	A2	plus42
find	A2	plus42
fire station	A2	plus42
fisherman	B1	plus42
five	A2	plus42
flip-flops	A2	plus42
floor	A2	plus42
flower	A2	plus42
follow	A2	plus42
food	A2	plus42
food processor	B1	plus42
foot	A2	plus42
football	A2	plus42
for	A2	plus42
forget	A2	plus42
forty	A2	plus42
forwards	A2	plus42
four	A2	plus42
fourteen	A2	plus42
fourth	A2	plus42
pestle	B1	plus42
friend	A2	plus42
friendly	A2	plus42
from	A2	plus42
front	A2	plus42
fruit	A2	plus42
full	A2	plus42
funny	A2	plus42
game	A2	plus42
garden	A2	plus42
garment	B1	plus42
geography	B1	plus42
get	A2	plus42
girl	A2	plus42
give	A2	plus42
glass	A2	plus42
glasses	A2	plus42
goes	A2	plus42
going	A2	plus42
golfer	B1	plus42
gone	A2	plus42
goodbye	A2	plus42
gray	A2	plus42
great	A2	plus42
green	A2	plus42
grey	A2	plus42
griddle	B1	plus42
grinder	A2	plus42
ground floor	A2	plus42
group	A2	plus42
grow	A2	plus42
guess	A2	plus42
gym	A2	plus42
gymnasium	A2	plus42
gymnastics	B1	plus42
had	A2	plus42
hair	A2	plus42
haircut	A2	plus43
hamster	A2	plus43
happen	A2	plus43
happy	A2	plus43
hard	A2	plus43
harmonica	B1	plus43
has	A2	plus43
hat	A2	plus43
having	A2	plus43
he	A2	plus43
health	A2	plus43
healthy	A2	plus43
hear	A2	plus43
hello	A2	plus43
help	A2	plus43
her	A2	plus43
here	A2	plus43
hey	A2	plus43
hi	A2	plus43
highchair	A2	plus43
highlighter	B1	plus43
him	A2	plus43
history	A2	plus43
hitchhike	A2	plus43
hobby	A2	plus43
hoodie	A2	plus43
horse	A2	plus43
hot	A2	plus43
hotel	A2	plus43
hour	A2	plus43
how	A2	plus43
humidifier	B1	plus43
hundred	A2	plus43
hungry	A2	plus43
husband	A2	plus43
i	A2	plus43
ice	A2	plus43
idea	A2	plus43
if	A2	plus43
important	A2	plus43
in	A2	plus43
insomnia	B1	plus43
interested	A2	plus43
interesting	A2	plus43
internet	A2	plus43
interpreter	B1	plus43
into	A2	plus43
ironing board	B1	plus43
is	A2	plus43
island	A2	plus43
its	A2	plus43
mortar	B1	plus43
job	A2	plus43
join	A2	plus43
judo	B1	plus43
juice	A2	plus43
nectar	B1	plus43
fertiliser	B1	plus43
jungle	A2	plus43
kangaroo	A2	plus43
karate	B1	plus43
kayak	B1	plus43
keep	A2	plus43
kilometer	A2	plus43
kindness	B1	plus43
kneel	A2	plus43
know	A2	plus43
koala	A2	plus43
lamp shade	A2	plus43
landslide	B1	plus43
language	A2	plus43
large	A2	plus43
late	A2	plus43
laugh	A2	plus43
laundrette	A2	plus43
learn	A2	plus43
leg	A2	plus43
leggings	A2	plus43
lesson	A2	plus43
let	A2	plus43
letter	A2	plus43
library	A2	plus43
lick	A2	plus43
life	A2	plus43
light switch	B1	plus43
list	A2	plus43
listen	A2	plus43
live on	A2	plus43
loafers	A2	plus43
lockers	A2	plus43
long	A2	plus43
look for	A2	plus43
lose	A2	plus43
lost property	A2	plus43
lot	A2	plus43
lotion	B1	plus43
love	A2	plus43
lunchbox	A2	plus43
machine	A2	plus43
magazine	A2	plus43
magazines	A2	plus44
main	A2	plus44
man	A2	plus44
many	A2	plus44
married	A2	plus44
match	A2	plus44
math	A2	plus44
maybe	A2	plus44
me	A2	plus44
measuring cup	A2	plus44
meat	A2	plus44
meet	A2	plus44
member	A2	plus44
message	A2	plus44
migraine	B1	plus44
mile	A2	plus44
milk	A2	plus44
million	A2	plus44
miss	A2	plus44
mittens	A2	plus44
modern	A2	plus44
moment	A2	plus44
second-hand	B1	plus44
money	A2	plus44
month	A2	plus44
moonlight	A2	plus44
more	A2	plus44
morning	A2	plus44
most	A2	plus44
mother	A2	plus44
mountain	A2	plus44
mouth	A2	plus44
mouthful	A2	plus44
movie	A2	plus44
mr	A2	plus44
mrs	A2	plus44
ms	A2	plus44
much	A2	plus44
mum	A2	plus44
music	A2	plus44
must	A2	plus44
my	A2	plus44
name	A2	plus44
nappy	A2	plus44
nausea	B1	plus44
near	A2	plus44
neighbor	A2	plus44
neighborhood	A2	plus44
neighborhoods	A2	plus44
never	A2	plus44
new	A2	plus44
news	A2	plus44
newspaper	A2	plus44
nice	A2	plus44
night	A2	plus44
nine	A2	plus44
nineteen	A2	plus44
ninety	A2	plus44
ninth	A2	plus44
no	A2	plus44
nobody	A2	plus44
north	A2	plus44
nose	A2	plus44
not	A2	plus44
nothing	A2	plus44
directions	A2	plus44
nun	B1	plus44
moisture	B1	plus44
of	A2	plus44
off	A2	plus44
office	A2	plus44
often	A2	plus44
oh	A2	plus44
ok	A2	plus44
old	A2	plus44
on	A2	plus44
one	A2	plus44
online	A2	plus44
only	A2	plus44
open	A2	plus44
opinion	B1	plus44
opposite	A2	plus44
or	A2	plus44
orange	A2	plus44
order	A2	plus44
other	A2	plus44
our	A2	plus44
out	A2	plus44
oven glove	A2	plus44
over	A2	plus44
page	A2	plus44
paint	A2	plus44
paintbrush	A2	plus44
pair	A2	plus44
panda	A2	plus44
paper	A2	plus44
parent	A2	plus44
park	A2	plus44
part	A2	plus44
partner	A2	plus44
party	A2	plus45
peeler	A2	plus45
pen	A2	plus45
people	A2	plus45
perfect	A2	plus45
person	A2	plus45
phone	A2	plus45
photo	A2	plus45
picnic	A2	plus45
piece	A2	plus45
pig	A2	plus45
pink	A2	plus45
pizza	A2	plus45
plan	A2	plus45
plane	A2	plus45
play	A2	plus45
player	A2	plus45
police	A2	plus45
police station	A2	plus45
pool	A2	plus45
poor	A2	plus45
popular	A2	plus45
possible	A2	plus45
post	A2	plus45
potato	A2	plus45
power strip	B1	plus45
practice	A2	plus45
practise	A2	plus45
prepare	A2	plus45
pressure cooker	B1	plus45
pretty	A2	plus45
probably	A2	plus45
problem	A2	plus45
programme	A2	plus45
programmer	B1	plus45
purple	A2	plus45
pushchair	A2	plus45
put	A2	plus45
pyjamas	A2	plus45
quick	A2	plus45
quickly	A2	plus45
quite	A2	plus45
quiz	A2	plus45
radio	A2	plus45
rain	A2	plus45
rainbow	A2	plus45
raincoat	A2	plus45
read	A2	plus45
ready	A2	plus45
real	A2	plus45
really	A2	plus45
reason	A2	plus45
rechargeable	B1	plus45
red	A2	plus45
remember	A2	plus45
remote control	B1	plus45
restaurant	A2	plus45
return	A2	plus45
rice	A2	plus45
rice cooker	B1	plus45
rich	A2	plus45
right	A2	plus45
river	A2	plus45
road	A2	plus45
room	A2	plus45
rubber band	A2	plus45
rust	A2	plus45
rusty	A2	plus45
sad	A2	plus45
sadness	B1	plus45
salad	A2	plus45
same	A2	plus45
underestimate	B1	plus45
scales	A2	plus45
school	A2	plus45
science	A2	plus45
screws	A2	plus45
sea	A2	plus45
seaside	A2	plus45
see	A2	plus45
seedling	B1	plus45
sell	A2	plus45
send	A2	plus45
unwilling	B1	plus45
seven	A2	plus45
seventeen	A2	plus45
seventh	A2	plus45
seventy	A2	plus45
sewing	A2	plus45
sharpener	A2	plus45
shaver	A2	plus45
she	A2	plus45
sheep	A2	plus45
shepherd	B1	plus45
shirt	A2	plus45
shoe	A2	plus45
shop	A2	plus45
shopping list	A2	plus45
short	A2	plus45
should	A2	plus45
show	A2	plus46
shower	A2	plus46
sick	A2	plus46
sightsee	A2	plus46
sing	A2	plus46
sister	A2	plus46
sit	A2	plus46
sit down	A2	plus46
six	A2	plus46
sixteen	A2	plus46
sixth	A2	plus46
sixty	A2	plus46
sketchbook	B1	plus46
skirt	A2	plus46
sled	A2	plus46
small	A2	plus46
sneakers	A2	plus46
snow	A2	plus46
snowboarding	A2	plus46
so	A2	plus46
some	A2	plus46
somebody	A2	plus46
someone	A2	plus46
something	A2	plus46
sometimes	A2	plus46
son	A2	plus46
song	A2	plus46
soon	A2	plus46
sorry	A2	plus46
soup	A2	plus46
south	A2	plus46
space	A2	plus46
speak	A2	plus46
special	A2	plus46
spoonful	A2	plus46
sport	A2	plus46
stairs	A2	plus46
stand up	A2	plus46
station	A2	plus46
stethoscope	B1	plus46
stickers	A2	plus46
sticky note	A2	plus46
stop	A2	plus46
story	A2	plus46
street	A2	plus46
stressful	A2	plus46
strong	A2	plus46
student	A2	plus46
study	A2	plus46
summer	A2	plus46
sun	A2	plus46
sunbathe	A2	plus46
sunburn	A2	plus46
punctuality	B1	plus46
sunglasses	A2	plus46
sunshine	A2	plus46
swimsuit	A2	plus46
synagogue	B1	plus46
table	A2	plus46
take	A2	plus46
take care of	A2	plus46
tall	A2	plus46
tambourine	B1	plus46
taxi	A2	plus46
tea	A2	plus46
teach	A2	plus46
teacher	A2	plus46
team	A2	plus46
telephone	A2	plus46
television	A2	plus46
tell	A2	plus46
ten	A2	plus46
tennis	A2	plus46
tenth	A2	plus46
terrible	A2	plus46
test	A2	plus46
than	A2	plus46
thank	A2	plus46
the	A2	plus46
theater	A2	plus46
theatre	A2	plus46
their	A2	plus46
them	A2	plus46
then	A2	plus46
there	A2	plus46
these	A2	plus46
they	A2	plus46
thing	A2	plus46
think	A2	plus46
thirsty	A2	plus46
thirteen	A2	plus46
thirty	A2	plus46
those	A2	plus46
thousand	A2	plus46
three	A2	plus46
through	A2	plus46
planner	B1	plus46
ticket	A2	plus46
tidy up	A2	plus46
tin opener	A2	plus46
tired	A2	plus47
to	A2	plus47
toasters	A2	plus47
today	A2	plus47
together	A2	plus47
toilet	A2	plus47
tomato	A2	plus47
tomorrow	A2	plus47
tongs	A2	plus47
tonight	A2	plus47
too	A2	plus47
tooth	A2	plus47
toothpick	A2	plus47
topic	A2	plus47
tornado	B1	plus47
town	A2	plus47
town hall	A2	plus47
tracksuit	A2	plus47
trade-off	B1	plus47
traffic	A2	plus47
travel	A2	plus47
tree	A2	plus47
true	A2	plus47
grower	B1	plus47
turn	A2	plus47
twelfth	A2	plus47
twelve	A2	plus47
twentieth	A2	plus47
twenty	A2	plus47
twice	A2	plus47
two	A2	plus47
typhoon	B1	plus47
uncertain	A2	plus47
under	A2	plus47
understand	A2	plus47
university	A2	plus47
untie	A2	plus47
until	A2	plus47
unwrap	A2	plus47
up	A2	plus47
uphill	A2	plus47
us	A2	plus47
useful	A2	plus47
usually	A2	plus47
vacuum cleaner	B1	plus47
vegetable	A2	plus47
video	A2	plus47
violet	A2	plus47
visit	A2	plus47
wagon	A2	plus47
wake	A2	plus47
walk	A2	plus47
wall	A2	plus47
want	A2	plus47
was	A2	plus47
wash up	A2	plus47
watch	A2	plus47
we	A2	plus47
wear	A2	plus47
weather	A2	plus47
website	A2	plus47
websites	A2	plus47
trader	B1	plus47
week	A2	plus47
went	A2	plus47
were	A2	plus47
west	A2	plus47
what	A2	plus47
when	A2	plus47
where	A2	plus47
which	A2	plus47
white	A2	plus47
who	A2	plus47
why	A2	plus47
wife	A2	plus47
window	A2	plus47
wine	A2	plus47
winter	A2	plus47
with	A2	plus47
without	A2	plus47
woman	A2	plus47
wonderful	A2	plus47
word	A2	plus47
work	A2	plus47
world	A2	plus47
would	A2	plus47
wrapping paper	A2	plus47
wring	B1	plus47
write	A2	plus47
yacht	A2	plus47
yam	A2	plus47
year	A2	plus47
yellow	A2	plus47
yes	A2	plus47
yesterday	A2	plus47
yoga	A2	plus47
you	A2	plus47
your	A2	plus47
yourself	A2	plus47
zoo	A2	plus47
